Lat+Long,CFLL,Addr,CFAM,address_id,CF Zone,Latitude,Longitude,Street_Number,Street_Name,County,City,Country_Code,Zip_Code,State,FDAName,FDHName,Conduit Placed Date,Construction Complete (forecasted date),Construction Complete Date,Ready for Service Date,Locate_Group,Address,Uploaded to Sales Rabbit
32.697441-97.18483,7465,5008 BONNEVILLE DR,7465,7465,Arlington - 1.05,32.697441,-97.18483,5008,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,5008 BONNEVILLE DR,
32.70119-97.183108,#N/A,2610 WINDING OAKS DR,7595,7595,Arlington - 1.05,32.70119,-97.183108,2610,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2610 WINDING OAKS DR,
32.701261-97.184615,10664,2608 JEWELL DR,10664,10664,Arlington - 1.05,32.701261,-97.184615,2608,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2608 JEWELL DR,
32.701251-97.185007,115576,2609 HILLDALE BLV,#N/A,115576,Arlington - 1.05,32.701251,-97.185007,2609,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2609 HILLDALE BLV,
32.701209-97.184029,7460,2609 JEWELL DR,7460,7460,Arlington - 1.05,32.701209,-97.184029,2609,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2609 JEWELL DR,
32.701116-97.183424,8810,2608 WINDING OAKS DR,8810,8810,Arlington - 1.05,32.701116,-97.183424,2608,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2608 WINDING OAKS DR,
32.701098-97.181135,11205,2705 WOODED ACRES DR,11205,11205,Arlington - 1.05,32.701098,-97.181135,2705,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2705 WOODED ACRES DR,
32.701021-97.182885,11209,2614 WINDING OAKS DR,11209,11209,Arlington - 1.05,32.701021,-97.182885,2614,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2614 WINDING OAKS DR,
32.701802-97.184013,8031,2603 JEWELL DR,8031,8031,Arlington - 1.05,32.701802,-97.184013,2603,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2603 JEWELL DR,
32.701819-97.184588,7449,2602 JEWELL DR,7449,7449,Arlington - 1.05,32.701819,-97.184588,2602,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2602 JEWELL DR,
32.701068-97.184635,11630,2610 JEWELL DR,11630,11630,Arlington - 1.05,32.701068,-97.184635,2610,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2610 JEWELL DR,
32.701029-97.181725,11459,2706 WOODED ACRES DR,11459,11459,Arlington - 1.05,32.701029,-97.181725,2706,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2706 WOODED ACRES DR,
32.701064-97.185008,115577,2611 HILLDALE BLV,#N/A,115577,Arlington - 1.05,32.701064,-97.185008,2611,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2611 HILLDALE BLV,
32.701031-97.184058,11721,2611 JEWELL DR,11721,11721,Arlington - 1.05,32.701031,-97.184058,2611,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2611 JEWELL DR,
32.700841-97.182117,8867,2701 WINDING OAKS DR,8867,8867,Arlington - 1.05,32.700841,-97.182117,2701,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2701 WINDING OAKS DR,
32.700827-97.182708,9470,2616 WINDING OAKS DR,9470,9470,Arlington - 1.05,32.700827,-97.182708,2616,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2616 WINDING OAKS DR,
32.700867-97.181135,#N/A,2707 WOODED ACRES DR,115590,115590,Arlington - 1.05,32.700867,-97.181135,2707,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2707 WOODED ACRES DR,
32.700844-97.183181,11454,2701 WOODED ACRES CT,11454,11454,Arlington - 1.05,32.700844,-97.183181,2701,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2701 WOODED ACRES CT,
32.700881-97.183505,7708,2700 WOODED ACRES CT,7708,7708,Arlington - 1.05,32.700881,-97.183505,2700,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2700 WOODED ACRES CT,
32.70066-97.183664,9358,2702 WOODED ACRES CT,9358,9358,Arlington - 1.05,32.70066,-97.183664,2702,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2702 WOODED ACRES CT,
32.697865-97.185021,115578,2727 HILLDALE BLV,#N/A,115578,Arlington - 1.05,32.697865,-97.185021,2727,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2727 HILLDALE BLV,
32.700877-97.184632,10232,2612 JEWELL DR,10232,10232,Arlington - 1.05,32.700877,-97.184632,2612,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2612 JEWELL DR,
32.700878-97.185009,115579,2613 HILLDALE BLV,#N/A,115579,Arlington - 1.05,32.700878,-97.185009,2613,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2613 HILLDALE BLV,
32.700854-97.184048,7426,2613 JEWELL DR,7426,7426,Arlington - 1.05,32.700854,-97.184048,2613,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2613 JEWELL DR,
32.700809-97.181726,11411,2708 WOODED ACRES DR,11411,11411,Arlington - 1.05,32.700809,-97.181726,2708,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2708 WOODED ACRES DR,
32.700619-97.183019,10776,2703 WOODED ACRES CT,10776,10776,Arlington - 1.05,32.700619,-97.183019,2703,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2703 WOODED ACRES CT,
32.70069-97.184632,7965,2614 JEWELL DR,7965,7965,Arlington - 1.05,32.70069,-97.184632,2614,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2614 JEWELL DR,
32.700691-97.18501,115580,2615 HILLDALE BLV,#N/A,115580,Arlington - 1.05,32.700691,-97.18501,2615,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2615 HILLDALE BLV,
32.70067-97.184049,11140,2615 JEWELL DR,11140,11140,Arlington - 1.05,32.70067,-97.184049,2615,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2615 JEWELL DR,
32.700594-97.182657,11951,2700 WINDING OAKS DR,11951,11951,Arlington - 1.05,32.700594,-97.182657,2700,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2700 WINDING OAKS DR,
32.700595-97.18211,7727,2703 WINDING OAKS DR,7727,7727,Arlington - 1.05,32.700595,-97.18211,2703,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2703 WINDING OAKS DR,
32.700589-97.181727,7369,2710 WOODED ACRES DR,7369,7369,Arlington - 1.05,32.700589,-97.181727,2710,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2710 WOODED ACRES DR,
32.700478-97.181138,7718,2709 WOODED ACRES DR,7718,7718,Arlington - 1.05,32.700478,-97.181138,2709,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2709 WOODED ACRES DR,
32.700503-97.184633,7420,2700 JEWELL DR,7420,7420,Arlington - 1.05,32.700503,-97.184633,2700,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2700 JEWELL DR,
32.700504-97.18501,115581,2617 HILLDALE BLV,#N/A,115581,Arlington - 1.05,32.700504,-97.18501,2617,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2617 HILLDALE BLV,
32.700369-97.181728,7591,2712 WOODED ACRES DR,7591,7591,Arlington - 1.05,32.700369,-97.181728,2712,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2712 WOODED ACRES DR,
32.70037-97.182116,9608,2705 WINDING OAKS DR,9608,9608,Arlington - 1.05,32.70037,-97.182116,2705,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2705 WINDING OAKS DR,
32.700366-97.182666,11969,2704 WINDING OAKS DR,11969,11969,Arlington - 1.05,32.700366,-97.182666,2704,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2704 WINDING OAKS DR,
32.700367-97.183057,11985,2705 WOODED ACRES CT,11985,11985,Arlington - 1.05,32.700367,-97.183057,2705,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2705 WOODED ACRES CT,
32.70029-97.183617,11956,2706 WOODED ACRES CT,11956,11956,Arlington - 1.05,32.70029,-97.183617,2706,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2706 WOODED ACRES CT,
32.700268-97.181139,11520,2711 WOODED ACRES DR,11520,11520,Arlington - 1.05,32.700268,-97.181139,2711,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2711 WOODED ACRES DR,
32.700316-97.184634,8022,2702 JEWELL DR,8022,8022,Arlington - 1.05,32.700316,-97.184634,2702,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2702 JEWELL DR,
32.700317-97.185011,115582,2701 HILLDALE BLV,#N/A,115582,Arlington - 1.05,32.700317,-97.185011,2701,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2701 HILLDALE BLV,
32.700302-97.18405,9372,2703 JEWELL DR,9372,9372,Arlington - 1.05,32.700302,-97.18405,2703,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2703 JEWELL DR,
32.70015-97.182117,#N/A,2707 WINDING OAKS DR,116828,116828,Arlington - 1.05,32.70015,-97.182117,2707,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2707 WINDING OAKS DR,
32.700146-97.182667,7300,2706 WINDING OAKS DR,7300,7300,Arlington - 1.05,32.700146,-97.182667,2706,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2706 WINDING OAKS DR,
32.700147-97.183058,9476,2707 WOODED ACRES CT,9476,9476,Arlington - 1.05,32.700147,-97.183058,2707,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2707 WOODED ACRES CT,
32.700129-97.184635,9411,2704 JEWELL DR,9411,9411,Arlington - 1.05,32.700129,-97.184635,2704,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2704 JEWELL DR,
32.70013-97.185012,115583,2703 HILLDALE BLV,#N/A,115583,Arlington - 1.05,32.70013,-97.185012,2703,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2703 HILLDALE BLV,
32.700118-97.184055,11137,2705 JEWELL DR,11137,11137,Arlington - 1.05,32.700118,-97.184055,2705,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2705 JEWELL DR,
32.700053-97.181131,7373,2715 WOODED ACRES DR,7373,7373,Arlington - 1.05,32.700053,-97.181131,2715,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2715 WOODED ACRES DR,
32.700018-97.183623,8702,2708 WOODED ACRES CT,8702,8702,Arlington - 1.05,32.700018,-97.183623,2708,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2708 WOODED ACRES CT,
32.699925-97.181754,11954,2716 WOODED ACRES DR,11954,11954,Arlington - 1.05,32.699925,-97.181754,2716,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2716 WOODED ACRES DR,
32.699914-97.182118,7355,2709 WINDING OAKS DR,7355,7355,Arlington - 1.05,32.699914,-97.182118,2709,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2709 WINDING OAKS DR,
32.699912-97.182668,11464,2708 WINDING OAKS DR,11464,11464,Arlington - 1.05,32.699912,-97.182668,2708,WINDING OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2708 WINDING OAKS DR,
32.699914-97.183057,7747,2709 WOODED ACRES CT,7747,7747,Arlington - 1.05,32.699914,-97.183057,2709,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2709 WOODED ACRES CT,
32.699942-97.184635,8085,2706 JEWELL DR,8085,8085,Arlington - 1.05,32.699942,-97.184635,2706,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2706 JEWELL DR,
32.699943-97.185013,115584,2705 HILLDALE BLV,#N/A,115584,Arlington - 1.05,32.699943,-97.185013,2705,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2705 HILLDALE BLV,
32.699934-97.18406,11588,2707 JEWELL DR,11588,11588,Arlington - 1.05,32.699934,-97.18406,2707,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2707 JEWELL DR,
32.699846-97.181117,10272,2717 WOODED ACRES DR,10272,10272,Arlington - 1.05,32.699846,-97.181117,2717,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2717 WOODED ACRES DR,
32.699806-97.183652,7623,2710 WOODED ACRES CT,7623,7623,Arlington - 1.05,32.699806,-97.183652,2710,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2710 WOODED ACRES CT,
32.699755-97.184636,9821,2708 JEWELL DR,9821,9821,Arlington - 1.05,32.699755,-97.184636,2708,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2708 JEWELL DR,
32.699749-97.184065,7404,2709 JEWELL DR,7404,7404,Arlington - 1.05,32.699749,-97.184065,2709,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2709 JEWELL DR,
32.699756-97.185014,115585,2707 HILLDALE BLV,#N/A,115585,Arlington - 1.05,32.699756,-97.185014,2707,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2707 HILLDALE BLV,
32.699554-97.181048,10319,2719 WOODED ACRES DR,10319,10319,Arlington - 1.05,32.699554,-97.181048,2719,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2719 WOODED ACRES DR,
32.699508-97.181571,7732,4702 WOODED ACRES DR,7732,7732,Arlington - 1.05,32.699508,-97.181571,4702,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4702 WOODED ACRES DR,
32.699535-97.183685,8885,2712 WOODED ACRES CT,8885,8885,Arlington - 1.05,32.699535,-97.183685,2712,WOODED ACRES CT,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,2712 WOODED ACRES CT,
32.699485-97.18183,11415,4704 WOODED ACRES DR,11415,11415,Arlington - 1.05,32.699485,-97.18183,4704,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4704 WOODED ACRES DR,
32.699492-97.182096,8877,4706 WOODED ACRES DR,8877,8877,Arlington - 1.05,32.699492,-97.182096,4706,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4706 WOODED ACRES DR,
32.699493-97.182357,11983,4708 WOODED ACRES DR,11983,11983,Arlington - 1.05,32.699493,-97.182357,4708,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4708 WOODED ACRES DR,
32.699493-97.182617,10316,4800 WOODED ACRES DR,10316,10316,Arlington - 1.05,32.699493,-97.182617,4800,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4800 WOODED ACRES DR,
32.699494-97.182877,11277,4802 WOODED ACRES DR,11277,11277,Arlington - 1.05,32.699494,-97.182877,4802,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4802 WOODED ACRES DR,
32.699494-97.183135,9262,4804 WOODED ACRES DR,9262,9262,Arlington - 1.05,32.699494,-97.183135,4804,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4804 WOODED ACRES DR,
32.699565-97.18407,8958,2711 JEWELL DR,8958,8958,Arlington - 1.05,32.699565,-97.18407,2711,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2711 JEWELL DR,
32.699568-97.184637,11751,2710 JEWELL DR,11751,11751,Arlington - 1.05,32.699568,-97.184637,2710,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2710 JEWELL DR,
32.699569-97.185014,115586,2709 HILLDALE BLV,#N/A,115586,Arlington - 1.05,32.699569,-97.185014,2709,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2709 HILLDALE BLV,
32.699439-97.181273,11474,4700 WOODED ACRES DR,11474,11474,Arlington - 1.05,32.699439,-97.181273,4700,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4700 WOODED ACRES DR,
32.699444-97.183422,11294,4806 WOODED ACRES DR,11294,11294,Arlington - 1.05,32.699444,-97.183422,4806,WOODED ACRES DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:003,,,#N/A,,,4806 WOODED ACRES DR,
32.699294-97.179621,9169,2801 BONNEVILLE DR,9169,9169,Arlington - 1.05,32.699294,-97.179621,2801,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2801 BONNEVILLE DR,
32.699374-97.179872,11177,2800 BONNEVILLE DR,11177,11177,Arlington - 1.05,32.699374,-97.179872,2800,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2800 BONNEVILLE DR,
32.699337-97.180195,9494,2802 BONNEVILLE DR,9494,9494,Arlington - 1.05,32.699337,-97.180195,2802,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2802 BONNEVILLE DR,
32.699381-97.184075,7940,2713 JEWELL DR,7940,7940,Arlington - 1.05,32.699381,-97.184075,2713,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2713 JEWELL DR,
32.699381-97.184638,8057,2712 JEWELL DR,8057,8057,Arlington - 1.05,32.699381,-97.184638,2712,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2712 JEWELL DR,
32.699382-97.185015,115587,2711 HILLDALE BLV,#N/A,115587,Arlington - 1.05,32.699382,-97.185015,2711,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:004,,,#N/A,,,2711 HILLDALE BLV,
32.699173-97.180435,11174,4603 OAK VALLEY DR,11174,11174,Arlington - 1.05,32.699173,-97.180435,4603,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4603 OAK VALLEY DR,
32.699186-97.181579,10352,4705 OAK VALLEY DR,10352,10352,Arlington - 1.05,32.699186,-97.181579,4705,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4705 OAK VALLEY DR,
32.699168-97.181808,11980,4709 OAK VALLEY DR,11980,11980,Arlington - 1.05,32.699168,-97.181808,4709,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4709 OAK VALLEY DR,
32.69917-97.182031,8662,4711 OAK VALLEY DR,8662,8662,Arlington - 1.05,32.69917,-97.182031,4711,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4711 OAK VALLEY DR,
32.69917-97.182259,10361,4715 OAK VALLEY DR,10361,10361,Arlington - 1.05,32.69917,-97.182259,4715,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4715 OAK VALLEY DR,
32.699171-97.182486,8735,4717 OAK VALLEY DR,8735,8735,Arlington - 1.05,32.699171,-97.182486,4717,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4717 OAK VALLEY DR,
32.699171-97.182714,11974,4801 OAK VALLEY DR,11974,11974,Arlington - 1.05,32.699171,-97.182714,4801,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4801 OAK VALLEY DR,
32.699171-97.182942,11916,4805 OAK VALLEY DR,11916,11916,Arlington - 1.05,32.699171,-97.182942,4805,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4805 OAK VALLEY DR,
32.699164-97.183164,8851,4809 OAK VALLEY DR,8851,8851,Arlington - 1.05,32.699164,-97.183164,4809,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4809 OAK VALLEY DR,
32.699215-97.183449,10365,4811 OAK VALLEY DR,10365,10365,Arlington - 1.05,32.699215,-97.183449,4811,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4811 OAK VALLEY DR,
32.699113-97.183715,8741,2800 OAK VALLEY DR,8741,8741,Arlington - 1.05,32.699113,-97.183715,2800,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2800 OAK VALLEY DR,
32.699046-97.180194,8855,2804 BONNEVILLE DR,8855,8855,Arlington - 1.05,32.699046,-97.180194,2804,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2804 BONNEVILLE DR,
32.699197-97.18408,11548,2715 JEWELL DR,11548,11548,Arlington - 1.05,32.699197,-97.18408,2715,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2715 JEWELL DR,
32.699194-97.184638,7447,2714 JEWELL DR,7447,7447,Arlington - 1.05,32.699194,-97.184638,2714,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2714 JEWELL DR,
32.699195-97.185016,115588,2713 HILLDALE BLV,#N/A,115588,Arlington - 1.05,32.699195,-97.185016,2713,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2713 HILLDALE BLV,
32.699022-97.179632,9504,2803 BONNEVILLE DR,9504,9504,Arlington - 1.05,32.699022,-97.179632,2803,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2803 BONNEVILLE DR,
32.699013-97.184085,10627,2717 JEWELL DR,10627,10627,Arlington - 1.05,32.699013,-97.184085,2717,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2717 JEWELL DR,
32.699007-97.184639,10662,2716 JEWELL DR,10662,10662,Arlington - 1.05,32.699007,-97.184639,2716,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2716 JEWELL DR,
32.698843-97.17974,10158,2805 BONNEVILLE DR,10158,10158,Arlington - 1.05,32.698843,-97.17974,2805,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2805 BONNEVILLE DR,
32.698847-97.183696,10348,2802 OAK VALLEY DR,10348,10348,Arlington - 1.05,32.698847,-97.183696,2802,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2802 OAK VALLEY DR,
32.698741-97.180429,9313,2808 BONNEVILLE DR,9313,9313,Arlington - 1.05,32.698741,-97.180429,2808,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2808 BONNEVILLE DR,
32.699209-97.180657,7607,4605 OAK VALLEY DR,7607,7607,Arlington - 1.05,32.699209,-97.180657,4605,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4605 OAK VALLEY DR,
32.69882-97.18464,9706,2718 JEWELL DR,9706,9706,Arlington - 1.05,32.69882,-97.18464,2718,JEWELL DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2718 JEWELL DR,
32.698822-97.185017,115589,2717 HILLDALE BLV,#N/A,115589,Arlington - 1.05,32.698822,-97.185017,2717,HILLDALE BLV,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:001,,,#N/A,,,2717 HILLDALE BLV,
32.698745-97.182155,11904,4714 OAK VALLEY DR,11904,11904,Arlington - 1.05,32.698745,-97.182155,4714,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4714 OAK VALLEY DR,
32.698751-97.182717,8843,4726 OAK VALLEY DR,8843,8843,Arlington - 1.05,32.698751,-97.182717,4726,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4726 OAK VALLEY DR,
32.698572-97.180541,11261,2810 BONNEVILLE DR,11261,11261,Arlington - 1.05,32.698572,-97.180541,2810,BONNEVILLE DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,2810 BONNEVILLE DR,
32.698777-97.18174,10261,4712 OAK VALLEY DR,10261,10261,Arlington - 1.05,32.698777,-97.18174,4712,OAK VALLEY DR,City of Arlington,Arlington,1,76016,Texas,FDA:005,FDH:002,,,#N/A,,,4712 OAK VALLEY DR,
